Role,Business Area,Question,Reply,Industry,EmployeeCode
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Procurement Tools Implementation - Vendor Portals,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Jira,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Notion,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Notion,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Notion,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Power Automate,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Power Automate,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Workflow Automation - Power Automate,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Coupa,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procol,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Procore,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,B2B Distribution,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,Logistics,WAPL-MC-E0606
Engagement Manager,Digital Transformation, Supply chain Optimization tools -Oracle Supply chain,Yet to Acquire,Others,WAPL-MC-E0606
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP B1  ,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP B1,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -SAP HANA,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -SAP HANA,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Netsuite,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Netsuite,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -D365,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -D365,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Implementation -Zoho,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, ERP Optimization -Zoho,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation - Salesforce,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation - Salesforce,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation - Salesforce,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation - Salesforce,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation - Salesforce,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation - Salesforce,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Salesforce,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Salesforce,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Salesforce,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Salesforce,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Salesforce,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Salesforce,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Zoho,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization -Zoho,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Implementation -Hubspot,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, CRM Optimization - Hubspot,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Consolidation Tool implementation - SAP Blackline,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Procurement Tools Implementation - SAP Ariba,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Technology -  SaaS,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - UI Path,Yet to Acquire,Telecommunications,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - Notion,Yet to Acquire,Education,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - Notion,Yet to Acquire,Healthcare,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - Notion,Yet to Acquire,IT/ITES,WAPL-MC-E0598
Engagement Manager,Digital Transformation, Workflow Automation - Notion,Yet to Acquire,Pharmaceuticals,WAPL-MC-E0598
